image_id,camera,product_id,raw_file_url,notes
535911,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535911/b21695562b2f46b8b2bee6a23cd6c48b.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535916,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535916/272dec4894c849aca3d7b980e5357bf5.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535920,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535920/7075e2c94c60468cbe09dd52fa322ead.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535924,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535924/69bbe6c9f4e04bb59fbd0b21fee89ad5.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535929,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535929/47a99d386b0c4b1f99c362cba9618f27.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535932,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535932/d9d93c69e06544378651489781136546.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535935,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535935/c5ea7056585d43a488260cba70de92f7.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535938,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535938/e61056b3980b493fb6cbe7623845681b.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535941,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535941/c11d154c26c7479b951da46eb31b93c5.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
535942,Pentax K-3 Mark III,181839,https://www.dpreview.com/wp-content/uploads/image-compare/519596/535942/7e659ae59fe5400a91df17d7a3e00c93.dng,"dpreview 스튜디오씬 비교위젯 API (widget id 541497, product_id로 필터) - EVALUATION.md '공용 챠트 데이터베이스' 절 참고"
